"File","Line","Subroutine","Routine","Nvar","FieldCount","FieldArgs","ArgCount","Statement"
"metrics.f90","274","metrics_tile","mp_exchange2d","4","4","om_r | on_r | omn | fomn","15","CALL mp_exchange2d (ng, tile, model, 4, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), om_r, on_r, omn, fomn)"
"metrics.f90","300","metrics_tile","mp_exchange2d","2","2","pnom_r | pmon_r","13","CALL mp_exchange2d (ng, tile, model, 2, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), pnom_r, pmon_r)"
"metrics.f90","334","metrics_tile","mp_exchange2d","4","4","pmon_u | pnom_u | om_u | on_u","15","CALL mp_exchange2d (ng, tile, model, 4, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), pmon_u, pnom_u, om_u, on_u)"
"metrics.f90","368","metrics_tile","mp_exchange2d","4","4","pmon_v | pnom_v | om_v | on_v","15","CALL mp_exchange2d (ng, tile, model, 4, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), pmon_v, pnom_v, om_v, on_v)"
"metrics.f90","404","metrics_tile","mp_exchange2d","4","4","pnom_p | pmon_p | om_p | on_p","15","CALL mp_exchange2d (ng, tile, model, 4, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), pnom_p, pmon_p, om_p, on_p)"
"metrics.f90","478","metrics_tile","mp_exchange2d","1","1","pmask","12","CALL mp_exchange2d (ng, tile, model, 1, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), pmask)"
"metrics.f90","504","metrics_tile","mp_exchange2d","2","2","CosAngler | SinAngler","13","CALL mp_exchange2d (ng, tile, model, 2, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), CosAngler, SinAngler)"
"metrics.f90","528","metrics_tile","mp_exchange2d","1","1","grdscl","12","CALL mp_exchange2d (ng, tile, model, 1, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), grdscl)"
"metrics.f90","560","metrics_tile","mp_exchange2d","1","1","Hdiffusion","12","CALL mp_exchange2d (ng, tile, model, 1, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), Hdiffusion)"
"nesting.f90","1948","put_composite","mp_exchange2d","2","2","FORCES(rg) % bustr | FORCES(rg) % bvstr","13","CALL mp_exchange2d (rg, tile, model, 2, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(rg), NSperiodic(rg), FORCES(rg) % bustr, FORCES(rg) % bvstr)"
"nesting.f90","1980","put_composite","mp_exchange2d","1","1","OCEAN(rg) % zeta(:,:,Tindex)","12","CALL mp_exchange2d (rg, tile, model, 1, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(rg), NSperiodic(rg), OCEAN(rg) % zeta(:,:,Tindex))"
"nesting.f90","1999","put_composite","mp_exchange2d","1","1","OCEAN(rg) % rzeta(:,:,Tindex)","12","CALL mp_exchange2d (rg, tile, model, 1, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(rg), NSperiodic(rg), OCEAN(rg) % rzeta(:,:,Tindex))"
"nesting.f90","2038","put_composite","mp_exchange2d","2","2","OCEAN(rg) % ubar(:,:,Tindex) | OCEAN(rg) % vbar(:,:,Tindex)","13","CALL mp_exchange2d (rg, tile, model, 2, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(rg), NSperiodic(rg), OCEAN(rg) % ubar(:,:,Tindex), OCEAN(rg) % vbar(:,:,Tindex))"
"nesting.f90","2072","put_composite","mp_exchange2d","3","3","COUPLING(rg) % Zt_avg1 | COUPLING(rg) % DU_avg1 | COUPLING(rg) % DV_avg1","14","CALL mp_exchange2d (rg, tile, model, 3, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(rg), NSperiodic(rg), COUPLING(rg) % Zt_avg1, COUPLING(rg) % DU_avg1, COUPLING(rg) % DV_avg1)"
"nesting.f90","2100","put_composite","mp_exchange4d","1","1","OCEAN(rg) % t(:,:,:,Tindex,:)","16","CALL mp_exchange4d (rg, tile, model, 1, LBi, UBi, LBj, UBj, 1, N(rg), 1, NT(rg), NghostPoints, EWperiodic(rg), NSperiodic(rg), OCEAN(rg) % t(:,:,:,Tindex,:))"
"nesting.f90","2126","put_composite","mp_exchange3d","2","2","OCEAN(rg) % u(:,:,:,Tindex) | OCEAN(rg) % v(:,:,:,Tindex)","15","CALL mp_exchange3d (rg, tile, model, 2, LBi, UBi, LBj, UBj, 1, N(rg), NghostPoints, EWperiodic(rg), NSperiodic(rg), OCEAN(rg) % u(:,:,:,Tindex), OCEAN(rg) % v(:,:,:,Tindex))"
"nesting.f90","2151","put_composite","mp_exchange3d","2","2","GRID(rg) % Huon | GRID(rg) % Hvom","15","CALL mp_exchange3d (rg, tile, model, 2, LBi, UBi, LBj, UBj, 1, N(rg), NghostPoints, EWperiodic(rg), NSperiodic(rg), GRID(rg) % Huon, GRID(rg) % Hvom)"
"nesting.f90","2650","correct_tracer_tile","mp_exchange4d","1","1","OCEAN(ngc)%t(:,:,:,Tindex,:)","16","CALL mp_exchange4d (ngc, tile, model, 1, LBi, UBi, LBj, UBj, 1, N(ngc), 1, NT(ngc), NghostPoints, EWperiodic(ngc), NSperiodic(ngc), OCEAN(ngc)%t(:,:,:,Tindex,:))"
"nesting.f90","2918","fine2coarse","mp_exchange2d","1","1","COUPLING(rg)%Zt_avg1","12","CALL mp_exchange2d (rg, tile, model, 1, LBiR, UBiR, LBjR, UBjR, NghostPoints, EWperiodic(rg), NSperiodic(rg), COUPLING(rg)%Zt_avg1)"
"nesting.f90","2923","fine2coarse","mp_exchange2d","4","4","OCEAN(rg)%ubar(:,:,1) | OCEAN(rg)%vbar(:,:,1) | OCEAN(rg)%ubar(:,:,2) | OCEAN(rg)%vbar(:,:,2)","15","CALL mp_exchange2d (rg, tile, model, 4, LBiR, UBiR, LBjR, UBjR, NghostPoints, EWperiodic(rg), NSperiodic(rg), OCEAN(rg)%ubar(:,:,1), OCEAN(rg)%vbar(:,:,1), OCEAN(rg)%ubar(:,:,2), OCEAN(rg)%vbar(:,:,2))"
"nesting.f90","2931","fine2coarse","mp_exchange3d","2","2","OCEAN(rg)%u(:,:,:,Rindex3d) | OCEAN(rg)%v(:,:,:,Rindex3d)","15","CALL mp_exchange3d (rg, tile, model, 2, LBiR, UBiR, LBjR, UBjR, 1, N(rg), NghostPoints, EWperiodic(rg), NSperiodic(rg), OCEAN(rg)%u(:,:,:,Rindex3d), OCEAN(rg)%v(:,:,:,Rindex3d))"
"nesting.f90","2937","fine2coarse","mp_exchange4d","1","1","OCEAN(rg)%t(:,:,:,Rindex3d,:)","16","CALL mp_exchange4d (rg, tile, model, 1, LBiR, UBiR, LBjR, UBjR, 1, N(rg), 1, NT(rg), NghostPoints, EWperiodic(rg), NSperiodic(rg), OCEAN(rg)%t(:,:,:,Rindex3d,:))"
"nesting.f90","5049","put_refine2d","mp_exchange2d","4","4","COUPLING(ng)%Zt_avg1 | OCEAN(ng)%zeta(:,:,1) | OCEAN(ng)%zeta(:,:,2) | OCEAN(ng)%zeta(:,:,3)","15","CALL mp_exchange2d (ng, tile, model, 4, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), COUPLING(ng)%Zt_avg1, OCEAN(ng)%zeta(:,:,1), OCEAN(ng)%zeta(:,:,2), OCEAN(ng)%zeta(:,:,3))"
"nesting.f90","5062","put_refine2d","mp_exchange2d","3","3","OCEAN(ng)%ubar(:,:,1) | OCEAN(ng)%ubar(:,:,2) | OCEAN(ng)%ubar(:,:,3)","14","CALL mp_exchange2d (ng, tile, model, 3, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), OCEAN(ng)%ubar(:,:,1), OCEAN(ng)%ubar(:,:,2), OCEAN(ng)%ubar(:,:,3))"
"nesting.f90","5069","put_refine2d","mp_exchange2d","3","3","OCEAN(ng)%vbar(:,:,1) | OCEAN(ng)%vbar(:,:,2) | OCEAN(ng)%vbar(:,:,3)","14","CALL mp_exchange2d (ng, tile, model, 3, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), OCEAN(ng)%vbar(:,:,1), OCEAN(ng)%vbar(:,:,2), OCEAN(ng)%vbar(:,:,3))"
"nesting.f90","5346","put_refine3d","mp_exchange4d","3","3","OCEAN(ng)%t(:,:,:,1,:) | OCEAN(ng)%t(:,:,:,2,:) | OCEAN(ng)%t(:,:,:,3,:)","18","CALL mp_exchange4d (ng, tile, model, 3, LBi, UBi, LBj, UBj, 1, N(ng), 1, NT(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), OCEAN(ng)%t(:,:,:,1,:), OCEAN(ng)%t(:,:,:,2,:), OCEAN(ng)%t(:,:,:,3,:))"
"nesting.f90","5353","put_refine3d","mp_exchange3d","4","4","OCEAN(ng)%u(:,:,:,1) | OCEAN(ng)%u(:,:,:,2) | OCEAN(ng)%v(:,:,:,1) | OCEAN(ng)%v(:,:,:,2)","17","CALL mp_exchange3d (ng, tile, model, 4, LBi, UBi, LBj, UBj, 1, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), OCEAN(ng)%u(:,:,:,1), OCEAN(ng)%u(:,:,:,2), OCEAN(ng)%v(:,:,:,1), OCEAN(ng)%v(:,:,:,2))"
"obc_volcons.f90","403","set_DUV_bc_tile","mp_exchange2d","1","1","Duon","12","CALL mp_exchange2d (ng, tile, iNLM, 1, IminS, ImaxS, JminS, JmaxS, NghostPoints, EWperiodic(ng), NSperiodic(ng), Duon)"
"obc_volcons.f90","410","set_DUV_bc_tile","mp_exchange2d","1","1","Dvom","12","CALL mp_exchange2d (ng, tile, iNLM, 1, IminS, ImaxS, JminS, JmaxS, NghostPoints, EWperiodic(ng), NSperiodic(ng), Dvom)"
"omega.f90","228","omega_tile","mp_exchange3d","1","1","W","14","CALL mp_exchange3d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, 0, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), W)"
"omega.f90","340","scale_omega","mp_exchange3d","1","1","Wscl","14","CALL mp_exchange3d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, 0, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), Wscl)"
"pre_step3d.f90","720","pre_step3d_tile","mp_exchange4d","1","1","t(:,:,:,3,:)","16","CALL mp_exchange4d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, 1, N(ng), 1, NT(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), t(:,:,:,3,:))"
"rho_eos.f90","366","rho_eos_tile","mp_exchange3d","2","2","rho | pden","15","CALL mp_exchange3d (ng, tile, iNLM, 2, LBi, UBi, LBj, UBj, 1, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), rho, pden)"
"rho_eos.f90","371","rho_eos_tile","mp_exchange2d","2","2","rhoA | rhoS","13","CALL mp_exchange2d (ng, tile, iNLM, 2, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), rhoA, rhoS)"
"rho_eos.f90","376","rho_eos_tile","mp_exchange3d","1","1","bvf","14","CALL mp_exchange3d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, 0, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), bvf)"
"set_2dfld.f90","225","set_2dfld_tile","mp_exchange2d","1","1","Fout","12","CALL mp_exchange2d (ng, tile, model, 1, LBi, UBi, LBj, UBj, NghostPoints, .FALSE., .FALSE., Fout)"
"set_2dfld.f90","231","set_2dfld_tile","mp_exchange2d","1","1","Fout","12","CALL mp_exchange2d (ng, tile, model, 1, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), Fout)"
"set_3dfld.f90","238","set_3dfld_tile","mp_exchange3d","1","1","Fout","14","CALL mp_exchange3d (ng, tile, model, 1, LBi, UBi, LBj, UBj, LBk, UBk, NghostPoints, .FALSE., .FALSE., Fout)"
"set_3dfld.f90","244","set_3dfld_tile","mp_exchange3d","1","1","Fout","14","CALL mp_exchange3d (ng, tile, model, 1, LBi, UBi, LBj, UBj, LBk, UBk, NghostPoints, EWperiodic(ng), NSperiodic(ng), Fout)"
"set_avg.f90","1248","set_avg_tile","mp_exchange2d","1","1","AVERAGE(ng)%avgzeta","12","CALL mp_exchange2d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgzeta)"
"set_avg.f90","1266","set_avg_tile","mp_exchange2d","1","1","AVERAGE(ng)%avgu2d","12","CALL mp_exchange2d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgu2d)"
"set_avg.f90","1284","set_avg_tile","mp_exchange2d","1","1","AVERAGE(ng)%avgv2d","12","CALL mp_exchange2d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgv2d)"
"set_avg.f90","1307","set_avg_tile","mp_exchange2d","2","2","AVERAGE(ng)%avgu2dE | AVERAGE(ng)%avgv2dN","13","CALL mp_exchange2d (ng, tile, iNLM, 2, LBi, UBi, LBj, UBj, NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgu2dE, AVERAGE(ng)%avgv2dN)"
"set_avg.f90","1328","set_avg_tile","mp_exchange3d","1","1","AVERAGE(ng)%avgu3d","14","CALL mp_exchange3d (ng, tile, iNLM, 1, LBi, UBi, LBj, UBj, 1, N(ng), NghostPoints, EWperiodic(ng), NSperiodic(ng), AVERAGE(ng)%avgu3d)"
